username,cursornum,primary_id,x,y,z,polar_rad,azimuthal_rad,time
hoge,51,1,925.5683,608.4995,-91.05702,3.9829326,3.4431765,34
hoge,51,2,1636.2101,178.80429,-110.435135,3.236809,5.010355,34
hoge,51,3,1054.2605,869.8745,-66.891785,0.52868634,1.17307,35
hoge,51,4,1552.8695,954.43713,-28.733154,3.586553,0.7047365,35
hoge,51,5,1567.9723,415.98102,-107.47119,5.466134,0.4950852,36
hoge,51,6,790.24805,988.3645,-295.7777,6.0935206,3.1487508,36
hoge,51,7,1266.1772,720.3325,-194.89731,1.0349633,2.4461815,36
hoge,51,8,412.59625,500.914,-65.62955,2.819065,3.7470932,37
hoge,51,9,1229.0154,999.9549,-55.29933,1.8143144,6.0405645,37
hoge,51,10,37.451477,228.66602,-245.74646,0.7810045,1.8655723,38
hoge,51,11,474.5318,796.81335,-144.05975,4.586483,1.6302269,38
hoge,51,12,1668.4253,424.3417,-234.8461,4.8377028,1.513947,38
hoge,51,13,126.297226,748.75226,-158.26944,0.72876483,4.523412,38
hoge,51,14,846.2281,133.78322,-62.5094,3.0930061,2.7274418,39
hoge,51,15,971.15796,833.09106,-20.695374,2.3413498,0.9541166,39
hoge,51,16,762.197,858.6297,-245.45218,1.5236186,0.6167097,39
hoge,51,17,1913.39,503.44867,-128.04625,5.929479,4.933992,40
hoge,51,18,1067.5464,692.46844,-172.13358,1.9942338,5.6684585,40
hoge,51,19,194.62967,105.53815,-297.00797,0.09989938,2.1377525,40
hoge,51,20,589.14606,654.05286,-45.09703,0.96323997,0.21258892,41
hoge,51,21,986.0993,248.84581,-176.54362,0.478153,2.179128,41
hoge,51,22,237.97783,907.6631,-28.210358,6.2557817,4.643433,41
hoge,51,23,407.46036,518.8368,-142.25441,4.196219,0.20614403,42
hoge,51,24,1459.5564,262.62762,-284.80127,1.4077907,1.16805,42
hoge,51,25,477.34726,196.21983,-291.51767,5.9918,4.4158134,42
hoge,51,26,199.9688,6.5962386,-284.55685,2.1591926,4.742862,43
hoge,51,27,927.4673,1062.1937,-130.67876,0.79324526,2.1360455,43
hoge,51,28,1886.4246,363.45718,-24.401154,3.8171618,0.52665055,43
hoge,51,29,1591.3208,159.9177,-67.926865,0.29388353,3.087439,44
hoge,51,30,1653.6874,300.0349,-270.30182,2.7445033,4.0662317,44
hoge,51,31,1455.3496,854.4817,-188.32529,5.471653,3.5273705,44
hoge,51,32,1656.5406,988.9715,-18.874756,5.3313503,0.41020167,45
hoge,51,33,1766.5999,967.9299,-293.6279,1.36468,4.9481373,45
hoge,51,34,1653.9261,48.052334,-272.0302,5.7634463,1.5642773,45
hoge,51,35,1562.0425,313.83865,-155.30713,2.7664351,0.9619573,47
hoge,51,36,383.42126,1063.5718,-248.87585,2.4371626,2.5652335,47
hoge,51,37,22.403297,302.73013,-287.507,1.9261814,4.2988486,47
hoge,51,38,973.31396,500.27786,-107.394684,1.6046065,4.396903,48
hoge,51,39,543.4569,822.5464,-37.91388,1.9265747,1.6267245,48
hoge,51,40,241.13422,219.18033,-110.82092,5.3359814,1.0062697,48
hoge,51,41,508.73224,442.6058,-241.77408,3.9742732,4.0319242,49
hoge,51,42,3.8693619,457.36087,-39.362946,2.7438016,4.138057,49
hoge,51,43,1658.6831,413.92834,-281.58105,3.9712067,4.694379,49
hoge,51,44,417.60556,633.0137,-126.19989,5.751507,6.2229757,50
hoge,51,45,576.9486,288.17136,-299.45273,0.9194964,3.67727,50
hoge,51,46,807.0898,489.30502,-186.40881,5.926182,1.8079957,50
hoge,51,47,172.48238,805.16046,-210.14136,2.0192416,1.7575551,51
hoge,51,48,1753.8638,627.618,-271.97464,0.4719384,3.26286,51
hoge,51,49,369.04633,49.664555,-10.599396,1.4961822,2.8779929,51
hoge,51,50,1722.687,363.02893,-92.5018,4.3860407,3.95262,52
hoge,51,0,898.5911,64.01755,-29.662323,0.0,0.0,54
hoge,51,1,925.5683,608.4995,-91.05702,3.9829326,3.4431765,54
hoge,51,2,1636.2101,178.80429,-110.435135,3.236809,5.010355,54
hoge,51,3,1054.2605,869.8745,-66.891785,0.52868634,1.17307,55
hoge,51,4,1552.8695,954.43713,-28.733154,3.586553,0.7047365,55
hoge,51,5,1567.9723,415.98102,-107.47119,5.466134,0.4950852,56
hoge,51,6,790.24805,988.3645,-295.7777,6.0935206,3.1487508,56
hoge,51,7,1266.1772,720.3325,-194.89731,1.0349633,2.4461815,56
hoge,51,8,412.59625,500.914,-65.62955,2.819065,3.7470932,56
hoge,51,9,1229.0154,999.9549,-55.29933,1.8143144,6.0405645,57
hoge,51,10,37.451477,228.66602,-245.74646,0.7810045,1.8655723,57
hoge,51,11,474.5318,796.81335,-144.05975,4.586483,1.6302269,57
hoge,51,12,1668.4253,424.3417,-234.8461,4.8377028,1.513947,57
hoge,51,13,126.297226,748.75226,-158.26944,0.72876483,4.523412,57
hoge,51,14,846.2281,133.78322,-62.5094,3.0930061,2.7274418,58
hoge,51,15,971.15796,833.09106,-20.695374,2.3413498,0.9541166,58
hoge,51,16,762.197,858.6297,-245.45218,1.5236186,0.6167097,58
hoge,51,17,1913.39,503.44867,-128.04625,5.929479,4.933992,58
hoge,51,18,1067.5464,692.46844,-172.13358,1.9942338,5.6684585,58
hoge,51,19,194.62967,105.53815,-297.00797,0.09989938,2.1377525,58
hoge,51,20,589.14606,654.05286,-45.09703,0.96323997,0.21258892,59
hoge,51,21,986.0993,248.84581,-176.54362,0.478153,2.179128,59
hoge,51,22,237.97783,907.6631,-28.210358,6.2557817,4.643433,59
hoge,51,23,407.46036,518.8368,-142.25441,4.196219,0.20614403,59
hoge,51,24,1459.5564,262.62762,-284.80127,1.4077907,1.16805,59
hoge,51,25,477.34726,196.21983,-291.51767,5.9918,4.4158134,60
hoge,51,26,199.9688,6.5962386,-284.55685,2.1591926,4.742862,60
hoge,51,27,927.4673,1062.1937,-130.67876,0.79324526,2.1360455,60
hoge,51,28,1886.4246,363.45718,-24.401154,3.8171618,0.52665055,60
hoge,51,29,1591.3208,159.9177,-67.926865,0.29388353,3.087439,60
hoge,51,30,1653.6874,300.0349,-270.30182,2.7445033,4.0662317,61
hoge,51,31,1455.3496,854.4817,-188.32529,5.471653,3.5273705,61
hoge,51,32,1656.5406,988.9715,-18.874756,5.3313503,0.41020167,61
hoge,51,33,1766.5999,967.9299,-293.6279,1.36468,4.9481373,61
hoge,51,34,1653.9261,48.052334,-272.0302,5.7634463,1.5642773,61
hoge,51,35,1562.0425,313.83865,-155.30713,2.7664351,0.9619573,62
hoge,51,36,383.42126,1063.5718,-248.87585,2.4371626,2.5652335,62
hoge,51,37,22.403297,302.73013,-287.507,1.9261814,4.2988486,63
hoge,51,38,973.31396,500.27786,-107.394684,1.6046065,4.396903,63
hoge,51,39,543.4569,822.5464,-37.91388,1.9265747,1.6267245,63
hoge,51,40,241.13422,219.18033,-110.82092,5.3359814,1.0062697,63
hoge,51,41,508.73224,442.6058,-241.77408,3.9742732,4.0319242,63
hoge,51,42,3.8693619,457.36087,-39.362946,2.7438016,4.138057,64
hoge,51,43,1658.6831,413.92834,-281.58105,3.9712067,4.694379,64
hoge,51,44,417.60556,633.0137,-126.19989,5.751507,6.2229757,64
hoge,51,45,576.9486,288.17136,-299.45273,0.9194964,3.67727,64
hoge,51,46,807.0898,489.30502,-186.40881,5.926182,1.8079957,64
hoge,51,47,172.48238,805.16046,-210.14136,2.0192416,1.7575551,65
hoge,51,48,1753.8638,627.618,-271.97464,0.4719384,3.26286,65
hoge,51,49,369.04633,49.664555,-10.599396,1.4961822,2.8779929,65
hoge,51,50,1722.687,363.02893,-92.5018,4.3860407,3.95262,65
hoge,51,0,898.5911,64.01755,-29.662323,0.0,0.0,82
hoge,51,1,925.5683,608.4995,-91.05702,3.9829326,3.4431765,82
hoge,51,2,1636.2101,178.80429,-110.435135,3.236809,5.010355,83
hoge,51,3,1054.2605,869.8745,-66.891785,0.52868634,1.17307,83
hoge,51,4,1552.8695,954.43713,-28.733154,3.586553,0.7047365,83
hoge,51,5,1567.9723,415.98102,-107.47119,5.466134,0.4950852,83
hoge,51,6,790.24805,988.3645,-295.7777,6.0935206,3.1487508,84
hoge,51,7,1266.1772,720.3325,-194.89731,1.0349633,2.4461815,84
hoge,51,8,412.59625,500.914,-65.62955,2.819065,3.7470932,84
hoge,51,9,1229.0154,999.9549,-55.29933,1.8143144,6.0405645,84
hoge,51,10,37.451477,228.66602,-245.74646,0.7810045,1.8655723,84
hoge,51,11,474.5318,796.81335,-144.05975,4.586483,1.6302269,85
hoge,51,12,1668.4253,424.3417,-234.8461,4.8377028,1.513947,85
hoge,51,13,126.297226,748.75226,-158.26944,0.72876483,4.523412,85
hoge,51,14,846.2281,133.78322,-62.5094,3.0930061,2.7274418,86
hoge,51,15,971.15796,833.09106,-20.695374,2.3413498,0.9541166,86
hoge,51,16,762.197,858.6297,-245.45218,1.5236186,0.6167097,86
hoge,51,17,1913.39,503.44867,-128.04625,5.929479,4.933992,86
hoge,51,18,1067.5464,692.46844,-172.13358,1.9942338,5.6684585,86
hoge,51,19,194.62967,105.53815,-297.00797,0.09989938,2.1377525,87
hoge,51,20,589.14606,654.05286,-45.09703,0.96323997,0.21258892,87
hoge,51,21,986.0993,248.84581,-176.54362,0.478153,2.179128,87
hoge,51,22,237.97783,907.6631,-28.210358,6.2557817,4.643433,88
hoge,51,23,407.46036,518.8368,-142.25441,4.196219,0.20614403,88
hoge,51,24,1459.5564,262.62762,-284.80127,1.4077907,1.16805,88
hoge,51,25,477.34726,196.21983,-291.51767,5.9918,4.4158134,88
hoge,51,26,199.9688,6.5962386,-284.55685,2.1591926,4.742862,89
hoge,51,27,927.4673,1062.1937,-130.67876,0.79324526,2.1360455,89
hoge,51,28,1886.4246,363.45718,-24.401154,3.8171618,0.52665055,89
hoge,51,29,1591.3208,159.9177,-67.926865,0.29388353,3.087439,89
hoge,51,30,1653.6874,300.0349,-270.30182,2.7445033,4.0662317,90
hoge,51,31,1455.3496,854.4817,-188.32529,5.471653,3.5273705,90
hoge,51,32,1656.5406,988.9715,-18.874756,5.3313503,0.41020167,90
hoge,51,33,1766.5999,967.9299,-293.6279,1.36468,4.9481373,90
hoge,51,34,1653.9261,48.052334,-272.0302,5.7634463,1.5642773,91
hoge,51,35,1562.0425,313.83865,-155.30713,2.7664351,0.9619573,92
hoge,51,36,383.42126,1063.5718,-248.87585,2.4371626,2.5652335,92
hoge,51,37,22.403297,302.73013,-287.507,1.9261814,4.2988486,92
hoge,51,38,973.31396,500.27786,-107.394684,1.6046065,4.396903,92
hoge,51,39,543.4569,822.5464,-37.91388,1.9265747,1.6267245,92
hoge,51,40,241.13422,219.18033,-110.82092,5.3359814,1.0062697,93
hoge,51,41,508.73224,442.6058,-241.77408,3.9742732,4.0319242,93
hoge,51,42,3.8693619,457.36087,-39.362946,2.7438016,4.138057,93
hoge,51,43,1658.6831,413.92834,-281.58105,3.9712067,4.694379,93
hoge,51,44,417.60556,633.0137,-126.19989,5.751507,6.2229757,93
hoge,51,45,576.9486,288.17136,-299.45273,0.9194964,3.67727,93
hoge,51,46,807.0898,489.30502,-186.40881,5.926182,1.8079957,93
hoge,51,47,172.48238,805.16046,-210.14136,2.0192416,1.7575551,93
hoge,51,48,1753.8638,627.618,-271.97464,0.4719384,3.26286,94
hoge,51,49,369.04633,49.664555,-10.599396,1.4961822,2.8779929,94
hoge,51,50,1722.687,363.02893,-92.5018,4.3860407,3.95262,94
hoge,51,0,898.5911,64.01755,-29.662323,0.0,0.0,99
hoge,51,1,925.5683,608.4995,-91.05702,3.9829326,3.4431765,100
hoge,51,2,1636.2101,178.80429,-110.435135,3.236809,5.010355,100
hoge,51,3,1054.2605,869.8745,-66.891785,0.52868634,1.17307,100
hoge,51,4,1552.8695,954.43713,-28.733154,3.586553,0.7047365,100
hoge,51,5,1567.9723,415.98102,-107.47119,5.466134,0.4950852,100
hoge,51,6,790.24805,988.3645,-295.7777,6.0935206,3.1487508,101
hoge,51,7,1266.1772,720.3325,-194.89731,1.0349633,2.4461815,101
hoge,51,8,412.59625,500.914,-65.62955,2.819065,3.7470932,101
hoge,51,9,1229.0154,999.9549,-55.29933,1.8143144,6.0405645,101
hoge,51,10,37.451477,228.66602,-245.74646,0.7810045,1.8655723,101
hoge,51,11,474.5318,796.81335,-144.05975,4.586483,1.6302269,101
hoge,51,12,1668.4253,424.3417,-234.8461,4.8377028,1.513947,101
hoge,51,13,126.297226,748.75226,-158.26944,0.72876483,4.523412,102
hoge,51,14,846.2281,133.78322,-62.5094,3.0930061,2.7274418,102
hoge,51,15,971.15796,833.09106,-20.695374,2.3413498,0.9541166,102
hoge,51,16,762.197,858.6297,-245.45218,1.5236186,0.6167097,102
hoge,51,17,1913.39,503.44867,-128.04625,5.929479,4.933992,102
hoge,51,18,1067.5464,692.46844,-172.13358,1.9942338,5.6684585,102
hoge,51,19,194.62967,105.53815,-297.00797,0.09989938,2.1377525,102
hoge,51,20,589.14606,654.05286,-45.09703,0.96323997,0.21258892,102
hoge,51,21,986.0993,248.84581,-176.54362,0.478153,2.179128,103
hoge,51,22,237.97783,907.6631,-28.210358,6.2557817,4.643433,103
hoge,51,23,407.46036,518.8368,-142.25441,4.196219,0.20614403,103
hoge,51,24,1459.5564,262.62762,-284.80127,1.4077907,1.16805,103
hoge,51,25,477.34726,196.21983,-291.51767,5.9918,4.4158134,103
hoge,51,26,199.9688,6.5962386,-284.55685,2.1591926,4.742862,103
hoge,51,27,927.4673,1062.1937,-130.67876,0.79324526,2.1360455,103
hoge,51,28,1886.4246,363.45718,-24.401154,3.8171618,0.52665055,103
hoge,51,29,1591.3208,159.9177,-67.926865,0.29388353,3.087439,104
hoge,51,30,1653.6874,300.0349,-270.30182,2.7445033,4.0662317,104
hoge,51,31,1455.3496,854.4817,-188.32529,5.471653,3.5273705,104
hoge,51,32,1656.5406,988.9715,-18.874756,5.3313503,0.41020167,104
hoge,51,33,1766.5999,967.9299,-293.6279,1.36468,4.9481373,104
hoge,51,34,1653.9261,48.052334,-272.0302,5.7634463,1.5642773,104
hoge,51,35,1562.0425,313.83865,-155.30713,2.7664351,0.9619573,105
hoge,51,36,383.42126,1063.5718,-248.87585,2.4371626,2.5652335,105
hoge,51,37,22.403297,302.73013,-287.507,1.9261814,4.2988486,105
hoge,51,38,973.31396,500.27786,-107.394684,1.6046065,4.396903,106
hoge,51,39,543.4569,822.5464,-37.91388,1.9265747,1.6267245,106
hoge,51,40,241.13422,219.18033,-110.82092,5.3359814,1.0062697,106
hoge,51,41,508.73224,442.6058,-241.77408,3.9742732,4.0319242,106
hoge,51,42,3.8693619,457.36087,-39.362946,2.7438016,4.138057,106
hoge,51,43,1658.6831,413.92834,-281.58105,3.9712067,4.694379,107
hoge,51,44,417.60556,633.0137,-126.19989,5.751507,6.2229757,107
hoge,51,45,576.9486,288.17136,-299.45273,0.9194964,3.67727,107
hoge,51,46,807.0898,489.30502,-186.40881,5.926182,1.8079957,107
hoge,51,47,172.48238,805.16046,-210.14136,2.0192416,1.7575551,107
hoge,51,48,1753.8638,627.618,-271.97464,0.4719384,3.26286,108
hoge,51,49,369.04633,49.664555,-10.599396,1.4961822,2.8779929,108
hoge,51,50,1722.687,363.02893,-92.5018,4.3860407,3.95262,108
hoge,51,0,898.5911,64.01755,-29.662323,0.0,0.0,116
hoge,51,1,925.5683,608.4995,-91.05702,3.9829326,3.4431765,116
hoge,51,2,1636.2101,178.80429,-110.435135,3.236809,5.010355,117
hoge,51,3,1054.2605,869.8745,-66.891785,0.52868634,1.17307,117
hoge,51,4,1552.8695,954.43713,-28.733154,3.586553,0.7047365,117
hoge,51,5,1567.9723,415.98102,-107.47119,5.466134,0.4950852,117
hoge,51,6,790.24805,988.3645,-295.7777,6.0935206,3.1487508,118
hoge,51,7,1266.1772,720.3325,-194.89731,1.0349633,2.4461815,118
hoge,51,8,412.59625,500.914,-65.62955,2.819065,3.7470932,118
hoge,51,9,1229.0154,999.9549,-55.29933,1.8143144,6.0405645,118
hoge,51,10,37.451477,228.66602,-245.74646,0.7810045,1.8655723,119
hoge,51,11,474.5318,796.81335,-144.05975,4.586483,1.6302269,119
hoge,51,12,1668.4253,424.3417,-234.8461,4.8377028,1.513947,119
hoge,51,13,126.297226,748.75226,-158.26944,0.72876483,4.523412,119
hoge,51,14,846.2281,133.78322,-62.5094,3.0930061,2.7274418,119
hoge,51,15,971.15796,833.09106,-20.695374,2.3413498,0.9541166,120
hoge,51,16,762.197,858.6297,-245.45218,1.5236186,0.6167097,120
hoge,51,17,1913.39,503.44867,-128.04625,5.929479,4.933992,120
hoge,51,18,1067.5464,692.46844,-172.13358,1.9942338,5.6684585,120
hoge,51,19,194.62967,105.53815,-297.00797,0.09989938,2.1377525,120
hoge,51,20,589.14606,654.05286,-45.09703,0.96323997,0.21258892,120
hoge,51,21,986.0993,248.84581,-176.54362,0.478153,2.179128,121
hoge,51,22,237.97783,907.6631,-28.210358,6.2557817,4.643433,121
hoge,51,23,407.46036,518.8368,-142.25441,4.196219,0.20614403,121
hoge,51,24,1459.5564,262.62762,-284.80127,1.4077907,1.16805,121
hoge,51,25,477.34726,196.21983,-291.51767,5.9918,4.4158134,121
hoge,51,26,199.9688,6.5962386,-284.55685,2.1591926,4.742862,121
hoge,51,27,927.4673,1062.1937,-130.67876,0.79324526,2.1360455,121
hoge,51,28,1886.4246,363.45718,-24.401154,3.8171618,0.52665055,122
hoge,51,29,1591.3208,159.9177,-67.926865,0.29388353,3.087439,122
hoge,51,30,1653.6874,300.0349,-270.30182,2.7445033,4.0662317,122
hoge,51,31,1455.3496,854.4817,-188.32529,5.471653,3.5273705,122
hoge,51,32,1656.5406,988.9715,-18.874756,5.3313503,0.41020167,122
hoge,51,33,1766.5999,967.9299,-293.6279,1.36468,4.9481373,122
hoge,51,34,1653.9261,48.052334,-272.0302,5.7634463,1.5642773,122
hoge,51,35,1562.0425,313.83865,-155.30713,2.7664351,0.9619573,123
hoge,51,36,383.42126,1063.5718,-248.87585,2.4371626,2.5652335,123
hoge,51,37,22.403297,302.73013,-287.507,1.9261814,4.2988486,123
hoge,51,38,973.31396,500.27786,-107.394684,1.6046065,4.396903,124
hoge,51,39,543.4569,822.5464,-37.91388,1.9265747,1.6267245,124
hoge,51,40,241.13422,219.18033,-110.82092,5.3359814,1.0062697,124
hoge,51,41,508.73224,442.6058,-241.77408,3.9742732,4.0319242,124
hoge,51,42,3.8693619,457.36087,-39.362946,2.7438016,4.138057,124
hoge,51,43,1658.6831,413.92834,-281.58105,3.9712067,4.694379,124
hoge,51,44,417.60556,633.0137,-126.19989,5.751507,6.2229757,124
hoge,51,45,576.9486,288.17136,-299.45273,0.9194964,3.67727,125
hoge,51,46,807.0898,489.30502,-186.40881,5.926182,1.8079957,125
hoge,51,47,172.48238,805.16046,-210.14136,2.0192416,1.7575551,125
hoge,51,48,1753.8638,627.618,-271.97464,0.4719384,3.26286,125
hoge,51,49,369.04633,49.664555,-10.599396,1.4961822,2.8779929,125
hoge,51,50,1722.687,363.02893,-92.5018,4.3860407,3.95262,125
hoge,51,0,898.5911,64.01755,-29.662323,0.0,0.0,134
hoge,51,1,925.5683,608.4995,-91.05702,3.9829326,3.4431765,134
hoge,51,2,1636.2101,178.80429,-110.435135,3.236809,5.010355,134
hoge,51,3,1054.2605,869.8745,-66.891785,0.52868634,1.17307,134
hoge,51,4,1552.8695,954.43713,-28.733154,3.586553,0.7047365,135
hoge,51,5,1567.9723,415.98102,-107.47119,5.466134,0.4950852,135
hoge,51,6,790.24805,988.3645,-295.7777,6.0935206,3.1487508,135
hoge,51,7,1266.1772,720.3325,-194.89731,1.0349633,2.4461815,135
hoge,51,8,412.59625,500.914,-65.62955,2.819065,3.7470932,135
hoge,51,9,1229.0154,999.9549,-55.29933,1.8143144,6.0405645,135
hoge,51,10,37.451477,228.66602,-245.74646,0.7810045,1.8655723,135
hoge,51,11,474.5318,796.81335,-144.05975,4.586483,1.6302269,136
hoge,51,12,1668.4253,424.3417,-234.8461,4.8377028,1.513947,136
hoge,51,13,126.297226,748.75226,-158.26944,0.72876483,4.523412,136
hoge,51,14,846.2281,133.78322,-62.5094,3.0930061,2.7274418,136
hoge,51,15,971.15796,833.09106,-20.695374,2.3413498,0.9541166,136
hoge,51,16,762.197,858.6297,-245.45218,1.5236186,0.6167097,136
hoge,51,17,1913.39,503.44867,-128.04625,5.929479,4.933992,136
hoge,51,18,1067.5464,692.46844,-172.13358,1.9942338,5.6684585,136
hoge,51,19,194.62967,105.53815,-297.00797,0.09989938,2.1377525,136
hoge,51,20,589.14606,654.05286,-45.09703,0.96323997,0.21258892,137
hoge,51,21,986.0993,248.84581,-176.54362,0.478153,2.179128,137
hoge,51,22,237.97783,907.6631,-28.210358,6.2557817,4.643433,137
hoge,51,23,407.46036,518.8368,-142.25441,4.196219,0.20614403,137
hoge,51,24,1459.5564,262.62762,-284.80127,1.4077907,1.16805,137
hoge,51,25,477.34726,196.21983,-291.51767,5.9918,4.4158134,138
hoge,51,26,199.9688,6.5962386,-284.55685,2.1591926,4.742862,138
hoge,51,27,927.4673,1062.1937,-130.67876,0.79324526,2.1360455,138
hoge,51,28,1886.4246,363.45718,-24.401154,3.8171618,0.52665055,138
hoge,51,29,1591.3208,159.9177,-67.926865,0.29388353,3.087439,138
hoge,51,30,1653.6874,300.0349,-270.30182,2.7445033,4.0662317,139
hoge,51,31,1455.3496,854.4817,-188.32529,5.471653,3.5273705,140
hoge,51,32,1656.5406,988.9715,-18.874756,5.3313503,0.41020167,140
hoge,51,33,1766.5999,967.9299,-293.6279,1.36468,4.9481373,140
hoge,51,34,1653.9261,48.052334,-272.0302,5.7634463,1.5642773,140
hoge,51,35,1562.0425,313.83865,-155.30713,2.7664351,0.9619573,141
hoge,51,36,383.42126,1063.5718,-248.87585,2.4371626,2.5652335,141
hoge,51,37,22.403297,302.73013,-287.507,1.9261814,4.2988486,141
hoge,51,38,973.31396,500.27786,-107.394684,1.6046065,4.396903,141
hoge,51,39,543.4569,822.5464,-37.91388,1.9265747,1.6267245,141
hoge,51,40,241.13422,219.18033,-110.82092,5.3359814,1.0062697,141
hoge,51,41,508.73224,442.6058,-241.77408,3.9742732,4.0319242,141
hoge,51,42,3.8693619,457.36087,-39.362946,2.7438016,4.138057,142
hoge,51,43,1658.6831,413.92834,-281.58105,3.9712067,4.694379,142
hoge,51,44,417.60556,633.0137,-126.19989,5.751507,6.2229757,142
hoge,51,45,576.9486,288.17136,-299.45273,0.9194964,3.67727,142
hoge,51,46,807.0898,489.30502,-186.40881,5.926182,1.8079957,142
hoge,51,47,172.48238,805.16046,-210.14136,2.0192416,1.7575551,142
hoge,51,48,1753.8638,627.618,-271.97464,0.4719384,3.26286,142
hoge,51,49,369.04633,49.664555,-10.599396,1.4961822,2.8779929,143
hoge,51,50,1722.687,363.02893,-92.5018,4.3860407,3.95262,143
hoge,51,0,898.5911,64.01755,-29.662323,0.0,0.0,149
hoge,51,1,925.5683,608.4995,-91.05702,3.9829326,3.4431765,150
hoge,51,2,1636.2101,178.80429,-110.435135,3.236809,5.010355,150
hoge,51,3,1054.2605,869.8745,-66.891785,0.52868634,1.17307,150
hoge,51,4,1552.8695,954.43713,-28.733154,3.586553,0.7047365,150
hoge,51,5,1567.9723,415.98102,-107.47119,5.466134,0.4950852,150
hoge,51,6,790.24805,988.3645,-295.7777,6.0935206,3.1487508,151
hoge,51,7,1266.1772,720.3325,-194.89731,1.0349633,2.4461815,151
hoge,51,8,412.59625,500.914,-65.62955,2.819065,3.7470932,151
hoge,51,9,1229.0154,999.9549,-55.29933,1.8143144,6.0405645,152
hoge,51,10,37.451477,228.66602,-245.74646,0.7810045,1.8655723,152
hoge,51,11,474.5318,796.81335,-144.05975,4.586483,1.6302269,152
